participant,age,gist_object,gist_person,gist_place,detail_object,detail_person,detail_place
123,1,0.6448795236747278,0.5559306238575239,0.5654239287700427,0.15327370931705156,0.1893275864445563,0.0
125,0,0.22983926330486212,0.5617481293056098,0.33769404359678207,0.39629469648388077,0.31180478223116176,0.4773929622481257
126,1,0.17430476323551553,0.19588223252263007,0.1054750482814162,0.3054972263006596,-0.2822538240186586,-0.26874046440125166
127,0,0.5976039112845637,0.09325048082403138,0.28210976821983985,0.06070984104933799,0.22047927592204922,0.27852424952911653
128,0,0.5263078280402541,0.3984755561051349,0.06049515264830507,-0.3808429102846075,-0.3913454490654027,-0.048929610809777715
129,0,-0.04518393411049245,0.5551192213358139,0.0,-0.09642365197998376,-0.04005344023759145,0.34830744724051427
12,1,0.6002745367336523,0.6892040977312304,0.6290379243469469,-0.32732683535398854,-0.03892494720807615,-0.09622504486493763
130,0,0.22360071345960195,0.5558882571725564,0.3483623954092743,-0.05605243354952361,-0.3829708431025352,-0.31123850928204133
131,0,0.0,0.0,0.0,-0.2890210732421289,-0.25842331298791943,0.06460582824697986
132,0,0.5035525964497695,0.7747098647220294,0.34830744724051427,-0.06978631577988531,-0.07905694150420949,0.4364357804719847
133,0,0.0,0.2639665282787456,0.3163563193633161,0.024232454090144687,-0.2670006263049381,0.174844672885403
135,0,0.5099626648144391,0.6641244845761103,0.28908392440591246,0.07910542782677078,-0.09400278879076847,0.12529982633827055
136,0,0.47263267186270275,0.5490604623393929,0.5107539184552492,0.02154985579603078,-0.12298800925361816,0.6078917900053905
137,0,0.20930724738891343,0.1787638714593372,0.3667852245745234,0.022473328748774734,0.18786728732554486,-0.37115374447904514
138,0,0.5814524542228188,0.12510864843424485,0.5004345937369794,0.21882153700534207,0.35916426326717965,-0.11687050209397445
139,0,0.4355724051843767,0.34641016151377546,0.34641016151377546,0.024922239313961342,-0.11677484162422845,-0.17094086468945693
13,1,0.0,0.34641016151377546,0.0,0.5838403593598093,0.3458572319330373,0.615795020676485
140,0,0.6895177899145863,0.4277148098816927,0.6895177899145863,0.4509560339299333,0.14770978917519928,0.3279680246763151
141,0,0.15872160087351353,0.2718136109543273,0.31705163480170667,0.3133397807202561,0.46188021535170065,0.0
142,1,0.41118775404353797,0.3850133687518487,0.2952664564753931,0.0,0.0,-0.3937307753338264
143,1,0.3039087410421131,0.4437337473060704,0.40417329021536375,0.32954849345814435,-0.153187002283848,0.29485753510930235
144,1,0.5401981385408454,0.07283570407292297,0.3154535491075704,-0.16337194208025665,-0.22190115272469207,0.33712980582493834
145,0,0.4786858015633611,0.3972733151830384,0.5760663096650989,-0.3927922024247863,-0.36237153766973934,0.19814848097530424
146,0,0.34648549263601286,0.0,0.0,0.3606517363451825,0.13245783501673744,0.3384480546397485
147,0,0.1857821480244426,0.13558127972713546,0.2639665282787456,-0.43355498476205995,-0.11398873921218937,0.11339312016213754
148,1,-0.2927225315457332,-0.10041928905068677,0.03138102782833961,0.0,-0.21552636243212986,0.5499266813300748
149,0,0.174266850290372,-0.06535006885888951,0.39210041315333705,-0.0223471401553641,0.22231747155555895,0.008550671982906113
14,1,-0.04519375990904516,-0.25609797281792257,0.0,0.31499615351814575,0.033584254364935014,-0.14923321484874968
150,1,0.2781614535351486,0.2516698865318011,-0.4150778028600689,-0.43301270189221935,-0.14433756729740643,-0.2519763153394848
151,1,0.311208236255858,0.5618293103007741,0.39277222773930337,0.0,-0.1910517054302656,0.0
153,0,0.0,0.0,0.0,0.34641016151377546,0.06669717074818358,0.2745747700496644
154,0,-0.22873312086296146,0.33671165884303467,0.39261966026736167,-0.14484136487558028,-0.8660254037844387,0.34641016151377546
155,1,0.2821711164359005,0.348383190950715,0.5492689593766129,0.05359737654919111,-0.5272775895330309,-0.08674361346549044
156,1,-0.06224823358554043,0.4233737598572485,0.185642952493636,0.0,0.12909944487358055,0.12606542732292467
157,1,0.0,0.0,0.34641016151377546,0.046350162846617145,-0.04845437118523489,0.20658356100321168
158,0,0.683723819147443,0.4341408306869618,0.5363375986537127,0.32387513781564786,-0.3080616184861622,0.13176156917368248
159,0,0.0,0.7586021754811442,0.0,0.009102294078577435,0.11572751247156893,0.1927226162706083
15,1,0.612904702146299,0.3162875387734472,0.6290379243469469,0.04099600308453939,-0.06560798513518475,-0.14433756729740643
160,0,0.0,0.4037864265436241,0.0,0.35533205535838924,0.411877235523957,-0.09634035774737629
161,0,0.26390913801210825,0.4341408306869618,0.5558097562348632,0.20225995873897262,0.0,-0.06546536707079771
162,0,0.6593051113207485,0.5979899440995201,0.537586919443003,-0.3938631807216881,0.04225771273642583,-0.20619652471058064
163,0,0.3115128756773318,0.47987614395499795,0.28036158810959866,-0.10350983390135314,0.08247860988423225,-0.2738612787525831
164,0,0.4170288281141495,0.24499371790354776,0.5363375986537127,-0.09884541134099631,0.08492077756084468,-0.23717082451262844
165,0,0.5298313400669498,0.5074957442710154,0.4278494275634556,-0.07453559924999299,0.5790660241435861,0.3656362120635653
166,0,0.04845437118523489,0.3230291412348993,0.23175081423308572,0.27015827590160113,-0.18301044496560076,0.21957751641341997
167,0,0.44769964454624905,0.33206224228805514,0.45187947580565196,0.38382473678936924,0.4171469231036643,0.20321305705762227
168,0,0.4728382984427433,0.2458154073125032,0.272351192555493,0.5494247481991229,-0.05224026066462525,-0.0482753402326309
169,0,0.3162875387734472,0.13555180233147734,0.5006951689140939,0.31339158526400435,0.17292861596651865,0.39216523921200164
16,1,-0.16037645234958345,0.031693850518989104,0.15902237557718232,0.23302208620935833,-0.28478588590558696,-0.257015389751481
170,0,0.4355724051843767,0.20009151224455077,0.0,0.16241689367524043,0.19639610121239315,0.07661308776828737
172,0,0.6299177237328449,0.5143355546741177,0.7661308776828737,0.15275252316519466,0.0,0.09393364366277243
173,0,0.47912964570281436,0.674382504231634,0.6299177237328449,-0.2695850814759174,0.1414213562373095,0.18446619684315546
174,0,0.25823662157400984,0.08546547739343037,0.3186642602413216,-0.031497039417435604,0.05547001962252291,-0.05976143046671968
175,0,0.4538190066769527,0.16785086548325648,0.20515105781286902,0.25197631533948484,-0.09278843611976129,0.1636634176769943
176,0,-0.45764958995724203,0.0,-0.10896418808505763,0.18933820260740308,-0.15996541008585138,-0.2415131878583492
177,0,0.48336598397186453,0.7533620297214925,0.5230946949832507,0.07319250547113999,0.4342084214324218,-0.1507556722888818
178,0,0.3937307753338264,0.5135828200197029,0.42177569493998257,-0.20549899493327506,-0.1426784596817013,0.02184260141652595
179,0,0.40470026519866514,0.45174609479384625,0.7671184131377682,0.26726124191242434,0.18993429409939655,0.12909944487358055
17,1,0.3336230624913196,0.08711448103687533,0.4965233822364778,-0.23181303757001934,-0.15300774894579097,-0.4811252243246881
180,0,0.2260179606030347,0.31290769749887426,0.08715238161775776,0.0746720816927794,-0.07727101252333977,-0.08355741297027551
181,0,0.0,-0.15248349400407551,0.0,-0.3185802927502102,-0.29796186873818803,-0.5006261743217589
182,0,0.34671178121524726,0.2748138425982645,0.43595165854763523,0.10507665825677481,-0.33868842842937047,0.03719390786631739
183,0,0.0,0.30031039842757146,0.0,0.16151457061744964,0.15666989036012804,-0.20009151224455077
184,0,0.0,0.13555180233147734,0.0,0.2741994797425325,0.39727607885233013,0.33918059829664426
185,0,0.4174396155887847,0.2582982161173468,0.4394101216724049,0.20061526774840613,0.37552577035675905,0.2766247975947364
186,0,-0.13555180233147734,0.13555180233147734,0.34641016151377546,0.31346775286392936,0.13762047064079508,0.09731236802019037
187,0,0.34641016151377546,0.5860489878406654,0.130671721555313,0.0,0.28644594961577313,0.03217447260438935
188,0,0.6952524426992572,0.6512112460304427,0.615795020676485,-0.3679900360969936,-0.2711630722733202,-0.19245008972987526
189,0,0.2861649160331189,0.6460582824697986,0.4573510254435955,-0.014245072057454743,0.15784558672827878,0.2991890146649166
18,1,0.3611575592573076,0.36628061740041584,0.40860313476419935,-0.38624363966821407,-0.017719247798458352,0.33606722016672236
190,0,0.12182191802030096,-0.08807710121010885,0.0,0.15111072177641968,0.2963075045400865,-0.2677847708018314
191,0,-0.39277222773930337,-0.13905048853985144,0.10889310129609417,-0.3872983346207417,0.29814239699997197,-0.19937791451169073
192,0,0.2711625594542709,0.4465588038690783,0.2711625594542709,0.4150286783196448,0.3611575592573076,-0.06917144638660747
193,0,0.2748897975029125,0.3897041006010205,0.2737133106787155,-0.1075354669491995,0.0,0.30437979371753543
194,0,0.5553607350393591,0.5560515703669191,0.4357619080887888,0.6201535109254273,0.46002311396043555,-0.15395559211699988
195,0,0.13558127972713546,0.33925435726202563,0.0,-0.3205933290342826,0.1802932149052143,0.2649156700334749
196,0,0.6115457625121684,0.6460096902180305,0.26084994432569214,0.08133180099956254,0.19138975058773816,0.29546716143492235
197,0,0.0,0.10542917959114906,-0.07530655685082076,-0.20930724738891343,-0.22480720075647426,-0.302407368379503
198,0,0.34191842968811503,0.7081425269741374,0.4662524041201569,0.06978631577988531,-0.5222329678670935,0.4564354645876384
199,0,0.0,-0.045501575519329006,0.16567442507180566,-0.03705398374899088,0.4005344023759145,-0.11631052629980886
19,1,0.3679776747863837,0.13922996024705558,0.11501605411713288,-0.17167901505579042,0.03862893570903625,-0.26057865332352387
1,1,0.21001460211458728,0.5188685822670224,0.5894373658244816,0.38804467059865777,0.1653796461189446,-0.03151635683073117
200,0,0.1638769382083355,0.2642331667768271,0.5708796122433702,0.25249459321235534,-0.17054265843300948,-0.16506399464913243
20,1,0.2639665282787456,0.28622714609061933,0.22596879954522578,-0.1302159655485911,-0.06357988104923745,0.1271597620984749
21,1,-0.31904242195272137,-0.08589603667957883,-0.019249762587725452,0.03604418636136566,-0.2946278254943948,-0.34859573626447604
22,1,0.08607887385800327,0.0,0.39261966026736167,0.44798933519052037,0.3829708431025352,-0.0445435403187374
23,1,0.40390856194909225,0.46688019523728513,0.4277148098816927,-0.026352313834736494,-0.08606629658238704,0.06477502756312957
24,1,0.38589422208591045,0.4554777084912025,0.388441585761424,0.084508179326701,-0.17791117343968738,0.02115793946025597
25,1,0.46007876919892293,0.46646875210446354,0.511790204358285,0.29827937950065225,-0.17778011546724945,-0.029893829438614156
26,1,0.30635472899009086,-0.10485153049750541,0.10437110858650649,-0.5197191965064278,0.5313689313240572,0.41905817746174695
27,1,0.4575500034932283,0.28223250469213335,0.5371521863495441,0.04374120526714344,0.2835749449877888,0.19160988397685705
28,1,0.0,0.0,0.0,-0.1996736520761582,-0.20928930907403048,0.09094124754044924
29,1,0.4309297890512878,0.5618293103007741,0.6025521170060228,0.02271554252121273,-0.03131121455425748,-0.05270462766947299
2,1,0.16173968358287735,0.6353008653400645,0.5077166347033557,0.34677719443470323,0.1421338109037403,-0.17928429140015906
30,1,0.6586794133938032,0.4350909886637966,0.7920130019767738,0.12909944487358055,0.0890870806374748,0.0
31,1,0.562945798821134,0.6777675174380715,0.39075061329937544,0.0,-0.7559289460184544,-0.13176156917368248
32,1,0.5005173307126191,0.043557240518437665,0.17290598697345022,0.2502318034804895,0.2384262709114733,-0.15891043154093207
33,1,0.5494209261006238,0.45967852660972425,0.6900535580978322,-0.10741723110591493,-0.26052505285945304,0.13957263155977062
34,1,0.3377154787688113,0.28914681659079794,0.272351192555493,0.27362150345299563,-0.3056391279898314,-0.16246276767521614
35,1,0.48454371185234896,0.21778620259218834,0.4355724051843767,0.018921890815214913,0.2043353446109627,-0.36539664289267393
36,1,0.392015164665939,0.34191842968811503,0.6116422812340859,0.017197979012252743,0.19287918745261487,0.48938307931448527
37,1,0.125983544746569,0.561630280013971,0.19461345311993644,-0.26186146828319085,-0.1294300457858868,-0.2988427309670916
38,1,0.34641016151377546,0.5653009971610737,0.4372370082380924,0.37605071654517747,-0.02726934698467619,0.11785113019775792
39,1,0.6811470859197776,0.3731129192584979,0.5491495400993288,-0.2571151046067438,0.05357997197768199,0.46245865041286394
3,1,0.5844967581576029,0.5298313400669498,0.7508151290309295,0.2723523897009611,0.031497039417435604,-0.023374100418794893
40,1,0.45205860173768875,0.5004345937369794,0.6952524426992572,-0.07071067811865475,0.18172434016970185,0.14153462926807447
41,1,0.26503097609770887,0.3732454236527939,0.3915094380858382,-0.012213727898358845,0.032791291789197645,-0.4594682917363407
42,1,0.20526500689216165,0.642280828017409,0.16785086548325648,0.031497039417435604,0.15811388300841897,-0.13093073414159542
43,1,0.6106004493267887,0.5144474032248961,0.8426286200709683,0.25064020591380154,0.16474235223499384,0.23533936216582085
44,1,0.21500660720854206,0.27431877471434674,0.19609285863995496,0.42200736575863235,0.15517960044830437,-0.45956577133651527
45,1,0.40390856194909225,0.642280828017409,0.6820095390287951,-0.40994579587496144,0.34646743359179166,0.2683725200608466
46,1,0.31117335200622437,0.6111323313521408,0.5483519905971587,-0.5405445695993213,-0.058025885318565944,0.027874733666903028
47,1,0.3854452325412166,0.14539472454086813,0.2594342911335112,-0.04134491152973615,0.13279849464729226,0.021831366284987958
48,1,0.0808170833808272,0.5905863785521988,0.41651881434734017,0.24425210522959862,0.1889822365046136,-0.09078412990032037
49,1,0.28210976821983985,0.4095141796739611,0.4277148098816927,-0.020026720118795725,-0.21431988791072795,0.09231861823449955
4,1,0.4701230803014025,0.5860489878406654,0.1668115312456598,-0.09449111825230681,0.7106690545187015,-0.05491411741166462
50,1,-0.09799490261127392,0.0664291904587407,0.012810690284211342,0.1524099856197375,-0.39519225595429247,0.3802345503146868
51,1,0.35491228905076627,0.5006951689140939,0.5098517913127886,0.17407765595569782,-0.086710996952412,0.40946151242666284
52,1,0.5785454484050179,0.1511390440881796,0.28115924784378626,0.14512881084916637,0.21128856368212917,-0.2598324764521338
53,1,0.2719082989850256,0.2845551966122361,0.0,-0.4423258684646914,-0.7050239879106326,0.07239537379384489
54,1,0.5492689593766129,0.24904668171604133,0.43733209076791885,0.0,-0.36407282184728257,0.12915610471605984
55,1,0.4657834596765951,0.43797549193470886,0.5929926654480255,0.0,-0.1362932551272764,-0.18856180831641267
56,1,0.1993299813665067,0.3916520194609318,-0.13430289304681914,-0.253546276418555,-0.09128709291752768,-0.21320071635561044
57,1,0.27975144247209416,0.18028426292646066,0.125983544746569,0.061858957413174195,0.27386127875258304,0.0778498944161523
58,1,0.17425707712348565,0.055001909821692674,0.1669931442893732,0.20444691572952173,0.8329661452417756,0.2558139876495142
59,1,0.537328395407574,0.5815788981634725,0.60665217341087,-0.017922577824866583,0.23529914352720097,-0.42413800599373574
5,1,0.30805542574823763,0.17877919955123756,0.39069932522711026,0.0,-0.7905694150420949,0.2842676218074806
60,1,0.541223528490468,0.2731282303472258,0.4372059520113908,0.17579299310713292,0.139307361772334,0.014162143371000852
61,1,0.6290379243469469,0.4786858015633611,0.043557240518437665,-0.026352313834736494,-0.3489315788994266,-0.014893886718362483
62,1,0.6527533657682196,0.4341408306869618,0.5004345937369794,-0.1744657894497133,-0.33606722016672236,0.2370484137563386
63,1,-0.2057283839887395,0.2491015463143248,0.422106720829737,0.2264392493313545,0.23750356258015823,-0.2817180849095055
64,1,0.29649633272401277,0.2259221662509118,0.30013318052958826,0.30550504633038933,0.09245003270420485,-0.2869720215917757
65,1,0.3667852245745234,0.1026851419160792,0.4171514656195543,0.13617619485048055,0.5962847939999439,-0.15811388300841897
66,1,0.48237435496816305,0.5188307624789138,0.7834743779559359,0.5847351773491256,0.4489043901713944,-0.2834733547569204
67,0,0.0,0.4355724051843767,0.0,-0.15470535676571862,-0.2741446324535748,0.13555180233147734
68,1,0.6116422812340859,0.5004345937369794,0.6002745367336523,-0.04309971159206156,0.17036656890909552,-0.2191785018798023
69,0,0.0,0.31851102863530306,0.34641016151377546,0.20930724738891343,0.032387513781564785,-0.20935894733965593
6,1,0.4470068646185357,0.3715642960488852,0.7275119223876547,0.05605243354952361,0.2793703150104054,0.2620955867638243
70,1,0.2861649160331189,-0.07530655685082076,0.11830409635025542,0.3535533905932738,0.014245072057454743,0.09231861823449955
71,1,0.0,0.0,0.0,0.28635172809699316,-0.25620944092888864,-0.25620944092888864
72,1,0.562945798821134,0.5969328593949987,0.45956931572221976,0.38234290116272546,0.18156825980064073,0.06262242910851494
73,0,0.13731723984415323,-0.04833292802581099,0.2639665282787456,-0.21239769762143662,-0.13363062095621217,0.3254070133091433
74,1,0.7614669610515674,0.6512112460304427,0.7150554858373488,0.3679900360969936,0.0,-0.4070457892053472
75,1,-0.013248665212466388,-0.13413123420574394,-0.0993649890934979,0.15811388300841897,0.3273268353539886,0.15811388300841897
76,0,-0.07411267859855536,-0.06527912098338669,-0.23018908094654053,-0.32582647526875824,-0.8944271909999159,0.4394122443172075
77,1,0.21001460211458728,0.6902036186754673,0.4725501140253092,0.3407221497939434,0.5224754513087778,0.4099600308453939
78,0,0.0,0.0,0.0,-0.14159181586092726,0.12923975514743832,0.3367848809073651
79,1,0.3749939029842856,0.3005701342764514,-0.10317979621787826,-0.3937307753338264,-0.2171129824263099,0.28529359748220356
7,1,0.6777675174380715,0.323618238143198,0.516098201351926,-0.3651483716701107,0.08859623899229176,0.18257418583505536
80,1,-0.0061060044932678866,0.16684780645131767,0.37857227858260895,0.2806917861068948,0.11693085350625602,0.3141312052262817
81,0,0.47257184702104066,0.3793010877405721,0.6228124583133244,0.4629100498862757,0.6943650748294136,0.6667948594698258
82,0,0.40299629655568053,0.19465577419320393,0.33206224228805514,0.3133397807202561,-0.6210590034081188,-0.4364357804719848
83,0,0.4108298882193934,-0.3541482606095374,0.13245323570650439,-0.24743582965269675,-0.07620499280986875,0.0
84,1,0.5329980830375838,0.4277148098816927,0.392015164665939,-0.07568756326085965,-0.11022141502711037,0.09471908268072773
85,1,0.2921743548953888,0.3897889572379764,0.13740692129913226,0.3235819433210594,0.18800557758153694,0.19038114381334806
86,0,0.35498946906451995,0.3715642960488852,0.28622714609061933,-0.28348280040534385,0.4807819064139048,-0.08731906134883104
87,0,0.5982583417540126,-0.21976837044024952,0.0808170833808272,0.2773500981126146,-0.26111648393354675,0.06546536707079771
88,0,0.5706842552838709,0.14939576060529702,0.431492973507317,-0.08646754023342339,-0.11466681920917313,0.02158329236508578
89,0,0.4184587896324914,0.06771314571271579,-0.2663275179030807,-0.08247860988423225,-0.570265948512201,-0.29277002188455997
8,1,0.2847224289149339,0.3336230624913196,0.5187179609203507,0.254762332682534,0.07727101252333977,-0.04494665749754947
90,0,0.42241541473849603,0.4213719827255806,0.7895207376434656,-0.2898754521821014,-0.03131121455425748,0.38575837490522974
91,0,0.0,0.31649401526509774,0.0,0.16391260627671048,-0.18288258204287308,0.2716567505001516
92,0,0.0,0.0,0.0,0.8392543274162824,0.32013603067954105,-0.16151457061744964
93,0,0.4883741565338878,0.6527533657682196,0.3491189739487307,-0.11396057645963793,0.30929478706587094,0.3379631847096873
94,1,0.3116774889895918,0.21874580710620428,-0.30039462063188677,0.5222329678670935,0.31622776601683794,-0.7604691006293736
95,0,0.5781678488118249,0.5300224251905495,0.817383981016751,-0.09428090415820634,0.0,-0.22578837914485933
96,0,0.4170288281141495,0.3336230624913196,0.20526500689216165,-0.025757004174446593,0.47702639294546745,0.19245008972987526
97,0,0.7367509296683308,0.18028426292646066,0.3230291412348993,0.2725865102545528,0.1744657894497133,-0.06070984104933799
98,0,0.0,0.5362916143780116,-0.01506131137016415,0.08607887385800327,0.3363853150984801,0.1902214775631705
99,0,0.5369185911280823,-0.10542917959114906,0.392015164665939,-0.05539117094069973,0.11941628680530643,-0.09652341781316803
9,1,0.6258096104659501,0.668912066834524,0.5497000153194603,-0.16269784336399212,-0.23717082451262844,0.21957751641341997
