participant,age,content,specificity,r_confidence,z_confidence,r_vividness,z_vividness
180,0,object,detail,0.20897850190928624,0.2121029614877815,0.0746720816927794,0.07481133638686367
181,0,object,detail,-0.17290598697345022,-0.17466066488716311,-0.3185802927502102,-0.33006623723389933
182,0,object,detail,0.3478082528429526,0.3629482131333972,0.10507665825677481,0.10546596130531384
183,0,object,detail,0.12118863013132482,0.12178720003058585,0.16151457061744964,0.1629414463392954
184,0,object,detail,0.4524522096500781,0.4877794199294845,0.2741994797425325,0.2813990948983903
185,0,object,detail,0.32750890420160245,0.3400352948251193,0.20061526774840613,0.20337354020855236
186,0,object,detail,0.4031295676155357,0.4273801837926951,0.31346775286392936,0.32438643046406573
187,0,object,detail,0.13834289277321493,0.13923573848357826,0.0,0.0
188,0,object,detail,-0.3396831102433787,-0.35373426214902365,-0.3679900360969936,-0.3860963274546234
189,0,object,detail,0.24959724863865018,0.2549832565388657,-0.014245072057454743,-0.014246035721327353
18,1,object,detail,-0.19312181983410703,-0.19557791306899944,-0.38624363966821407,-0.40737745418829385
190,0,object,detail,-0.11944579781201058,-0.12001876699041451,0.15111072177641968,0.15227691839374727
191,0,object,detail,0.08606629658238704,0.08627975546901993,-0.3872983346207417,-0.40861767640633306
192,0,object,detail,0.3458572319330373,0.3607304043743801,0.4150286783196448,0.44167112698704336
193,0,object,detail,0.14322297480788657,0.14421450961796092,-0.1075354669491995,-0.1079528758771783
194,0,object,detail,0.604448675573405,0.7001274612295254,0.6201535109254273,0.7252544942934802
195,0,object,detail,0.07124296200761836,0.07136386304008069,-0.3205933290342826,-0.33230826584810186
196,0,object,detail,0.08133180099956254,0.08151184901324077,0.08133180099956254,0.08151184901324077
197,0,object,detail,0.0091003151038658,0.009100566332777331,-0.20930724738891343,-0.21244674428574684
198,0,object,detail,0.06978631577988531,0.0698999374501826,0.06978631577988531,0.0698999374501826
199,0,object,detail,0.24476922817135371,0.24984103611145336,-0.03705398374899088,-0.03707095607793286
19,1,object,detail,0.024482659157056438,0.024487552557232447,-0.17167901505579042,-0.17339615622365998
1,1,object,detail,0.43520348874994297,0.46629820647632714,0.38804467059865777,0.40949601765161947
200,0,object,detail,0.36556307750696543,0.38329213213789776,0.25249459321235534,0.2580754888768844
20,1,object,detail,-0.0801068804751829,-0.08027889487994518,-0.1302159655485911,-0.13095953441481986
21,1,object,detail,0.05394626545499716,0.05399868848831488,0.03604418636136566,0.036059807876142956
22,1,object,detail,0.5533985905294664,0.6232669766182228,0.44798933519052037,0.48218192066056637
23,1,object,detail,0.0,0.0,-0.026352313834736494,-0.0263584164503418
24,1,object,detail,-0.10831956810454807,-0.10874621820341339,0.084508179326701,0.08471022123106223
25,1,object,detail,0.31206707862432287,0.32283388000885227,0.29827937950065225,0.3076298821161673
26,1,object,detail,-0.6236630358077134,-0.7309775427523766,-0.5197191965064278,-0.5759549587516379
27,1,object,detail,-0.05100258298193032,-0.05104687585163995,0.04374120526714344,0.04376913391674913
28,1,object,detail,-0.012446934080248976,-0.012447576925272937,-0.1996736520761582,-0.20239263139803976
29,1,object,detail,0.056818181818181816,0.056879442678329,0.02271554252121273,0.022719450773326592
2,1,object,detail,0.44174809330327264,0.4744006519017329,0.34677719443470323,0.36177573995241075
30,1,object,detail,0.19364916731037082,0.19612574848079067,0.12909944487358055,0.12982392270850832
31,1,object,detail,0.2680535335575654,0.2747654874941886,0.0,0.0
32,1,object,detail,0.16703827619526523,0.16861836962404955,0.2502318034804895,0.25566008421884706
33,1,object,detail,-0.21483446221182986,-0.2182342648424346,-0.10741723110591493,-0.10783325831143728
34,1,object,detail,0.213706439046369,0.21705195974138153,0.27362150345299563,0.2807742374312415
35,1,object,detail,0.028393512482828617,0.028401146379088603,0.018921890815214913,0.01892414955214152
36,1,object,detail,0.1203858530857692,0.12097253737077823,0.017197979012252743,0.017199674864727347
37,1,object,detail,-0.1528195639949157,-0.15402615695202174,-0.26186146828319085,-0.2681058730856481
38,1,object,detail,0.48349377841522817,0.5275339558583347,0.37605071654517747,0.395451893608395
39,1,object,detail,-0.2571151046067438,-0.26301683064335574,-0.2571151046067438,-0.26301683064335574
3,1,object,detail,0.2723523897009611,0.2794029311211815,0.2723523897009611,0.2794029311211815
40,1,object,detail,-0.04714045207910317,-0.04717541756499659,-0.07071067811865475,-0.07082888406986443
41,1,object,detail,0.02439750182371333,0.02440234432746801,-0.012213727898358845,-0.01221433528095068
42,1,object,detail,-0.031497039417435604,-0.0315074613092844,0.031497039417435604,0.0315074613092844
43,1,object,detail,0.0,0.0,0.25064020591380154,0.25609581490058986
44,1,object,detail,0.3434851807152068,0.35803856549075336,0.42200736575863235,0.4501318325720147
45,1,object,detail,-0.447213595499958,-0.4812118250596035,-0.40994579587496144,-0.4355460679565941
46,1,object,detail,-0.5786375623578446,-0.660412045692007,-0.5405445695993213,-0.6049246541476215
47,1,object,detail,0.020672455764868074,0.020675401314442593,-0.04134491152973615,-0.04136849407584028
48,1,object,detail,0.3140384210094839,0.3250194097476826,0.24425210522959862,0.24929103083233808
49,1,object,detail,0.2604319310971822,0.26657170927381757,-0.020026720118795725,-0.02002939813226685
4,1,object,detail,0.031497039417435604,0.0315074613092844,-0.09449111825230681,-0.09477385804869747
50,1,object,detail,0.304819971239475,0.3148247554790795,0.1524099856197375,0.1536068114820723
51,1,object,detail,0.04353355055385437,0.04356108302788693,0.17407765595569782,0.17586869502163027
52,1,object,detail,0.14512881084916637,0.1461608032980012,0.14512881084916637,0.1461608032980012
53,1,object,detail,-0.4423258684646914,-0.4751187389334315,-0.4423258684646914,-0.4751187389334315
54,1,object,detail,0.0,0.0,0.0,0.0
55,1,object,detail,0.0,0.0,0.0,0.0
56,1,object,detail,-0.3803194146278325,-0.40043302542078985,-0.253546276418555,-0.2591991054039452
57,1,object,detail,0.30929478706587094,0.31976540868625364,0.061858957413174195,0.061938040793112124
58,1,object,detail,0.09078412990032037,0.09103477748911025,0.20444691572952173,0.20736908660527156
59,1,object,detail,0.03584515564973317,0.03586051967963836,-0.017922577824866583,-0.01792449721776325
5,1,object,detail,-0.0890870806374748,-0.08932388943290376,0.0,0.0
60,1,object,detail,0.13442993590545457,0.13524861056355855,0.17579299310713292,0.17763818318940128
61,1,object,detail,-0.026352313834736494,-0.0263584164503418,-0.026352313834736494,-0.0263584164503418
62,1,object,detail,0.06978631577988531,0.0698999374501826,-0.1744657894497133,-0.17626898559967327
63,1,object,detail,-0.29113617771174155,-0.29980721483156414,0.2264392493313545,0.2304330619194641
64,1,object,detail,0.21821789023599236,0.22178412719255755,0.30550504633038933,0.3155801787685051
65,1,object,detail,0.09078412990032037,0.09103477748911025,0.13617619485048055,0.1370274347861845
66,1,object,detail,0.6563338112144115,0.7863455433201704,0.5847351773491256,0.6696280741155723
67,0,object,detail,0.027300945311597404,0.027307731190090258,-0.15470535676571862,-0.1559576156237273
68,1,object,detail,-0.07183285265343593,-0.07195678809953011,-0.04309971159206156,-0.04312642850367274
69,0,object,detail,0.3731940572216748,0.3921288711558399,0.20930724738891343,0.21244674428574684
6,1,object,detail,-0.3080616184861622,-0.31840236612203154,0.05605243354952361,0.056111247713746364
70,1,object,detail,0.35364076323530774,0.36959882989961385,0.3535533905932738,0.3694989719258693
71,1,object,detail,0.2563769163412134,0.26222654807965234,0.28635172809699316,0.2945875741692388
72,1,object,detail,0.44798933519052037,0.48218192066056637,0.38234290116272546,0.4028008229216797
73,0,object,detail,-0.09738556274134766,-0.09769519310344026,-0.21239769762143662,-0.2156809880557502
74,1,object,detail,0.45291081365783825,0.4883562226991505,0.3679900360969936,0.3860963274546234
75,1,object,detail,-0.6324555320336759,-0.7454981544974042,0.15811388300841897,0.15945162287429432
76,0,object,detail,-0.3491486243775878,-0.3644738546961511,-0.32582647526875824,-0.3381518830093008
77,1,object,detail,0.4162815979347281,0.44318572239310217,0.3407221497939434,0.35490929795430354
78,0,object,detail,-0.3163406306088618,-0.32757556031349877,-0.14159181586092726,-0.14254958583975208
79,1,object,detail,0.04397994971335425,0.04400833853404909,-0.3937307753338264,-0.41620764454618014
7,1,object,detail,-0.3651483716701107,-0.38281354174436805,-0.3651483716701107,-0.38281354174436805
80,1,object,detail,0.10795837927188262,0.10838075563354223,0.2806917861068948,0.28843286635992116
81,0,object,detail,0.4629100498862757,0.5010086652249317,0.4629100498862757,0.5010086652249317
82,0,object,detail,0.3133397807202561,0.3242445195583373,0.3133397807202561,0.3242445195583373
83,0,object,detail,-0.08247860988423225,-0.08266640331229066,-0.24743582965269675,-0.2526795589751088
84,1,object,detail,-0.5108910520108026,-0.5639347971271649,-0.07568756326085965,-0.07583259017694978
85,1,object,detail,0.2801481253484001,0.28784280597621054,0.3235819433210594,0.33564281096113724
86,0,object,detail,0.08909459441310806,0.08933146332385261,-0.28348280040534385,-0.291465173841555
87,0,object,detail,0.4252701504393423,0.4541082752237249,0.2773500981126146,0.28480905001834633
88,0,object,detail,-0.4194537192517695,-0.4470289241003351,-0.08646754023342339,-0.08668400756212419
89,0,object,detail,0.24743582965269675,0.2526795589751088,-0.08247860988423225,-0.08266640331229066
8,1,object,detail,-0.02830692585361489,-0.028314490101143345,0.254762332682534,0.2604991366226123
90,0,object,detail,-0.23717082451262844,-0.24177416889194428,-0.2898754521821014,-0.2984302849427758
91,0,object,detail,0.4655350788461547,0.5043547986305142,0.16391260627671048,0.16540469969345006
92,0,object,detail,0.8019541350866699,1.1040641703854477,0.8392543274162824,1.2186460345167165
93,0,object,detail,0.037986858819879316,0.038005146353218645,-0.11396057645963793,-0.11445779248808483
94,1,object,detail,-0.04378559025650367,-0.04381360407692321,0.5222329678670935,0.5794051802149734
95,0,object,detail,-0.0943222826566471,-0.09460350415220638,-0.09428090415820634,-0.09456175438179697
96,0,object,detail,-0.15454202504667955,-0.1557902832403702,-0.025757004174446593,-0.025762702374736927
97,0,object,detail,0.06818181818181818,0.0682877675028754,0.2725865102545528,0.2796558265306348
98,0,object,detail,-0.09932177752846531,-0.09965032134966753,0.08607887385800327,0.08629242661872127
99,0,object,detail,0.25849213105659874,0.26449189410063173,-0.05539117094069973,-0.05544792551860091
9,1,object,detail,-0.08134892168199606,-0.08152908372491134,-0.16269784336399212,-0.1641566529556321
100,0,person,detail,0.4337180673274522,0.46446716380667447,0.14117097889799754,0.14212016531206995
101,0,person,detail,-0.36380343755449945,-0.3812625723072635,-0.3105295017040594,-0.321131312541293
102,0,person,detail,0.23533936216582085,0.23983443688293093,0.19611613513818404,0.19869011034924144
103,0,person,detail,0.0,0.0,0.0,0.0
104,0,person,detail,0.043355498476206,0.043382694254027104,0.260132990857236,0.2662510450013089
105,0,person,detail,0.07844645405527362,0.07860796663333657,-0.03922322702763681,-0.03924336009067162
106,0,person,detail,0.13093073414159542,0.1316867007911214,0.15275252316519466,0.15395751374439945
107,1,person,detail,0.6831300510639732,0.8349595152938849,0.6831300510639732,0.8349595152938849
108,0,person,detail,-0.27065636909164015,-0.27757193903250005,-0.2991465132065496,-0.30858197017444283
109,0,person,detail,-0.10550184143965809,-0.10589591084076097,-0.2635231383473649,-0.2698907103895646
10,1,person,detail,-0.47688615293275116,-0.5189460392152775,-0.5245747682260263,-0.5826305906517546
110,0,person,detail,0.5602918352423757,0.6332584558392204,0.5962847939999439,0.687362255356451
111,0,person,detail,0.21549855796030778,0.21893059852215455,0.18676541689893342,0.18898357008784858
112,0,person,detail,-0.10451448216919475,-0.10489754276630382,-0.19148542155126763,-0.19387867537917827
113,1,person,detail,-0.21408720964441882,-0.21745098656095685,-0.48677538491707045,-0.5318256435152684
116,1,person,detail,-0.3600595188893874,-0.37695428394864955,-0.08190487086369509,-0.08208876203008525
117,1,person,detail,0.45584230583855184,0.4920504163195497,0.2849014411490949,0.29300845857592706
118,1,person,detail,0.34483386699144186,0.3595684618929209,0.32596012026013244,0.33830140857975916
11,1,person,detail,0.14433756729740643,0.1453526303389922,-0.28867513459481287,-0.2971203516684506
120,1,person,detail,0.2096420084083763,0.2127968686322642,0.2988071523335984,0.3082092971151508
121,1,person,detail,0.3227486121839514,0.33471230121873596,-0.38729833462074165,-0.40861767640633306
122,1,person,detail,-0.054578415712469894,-0.05463270556805812,-0.06546536707079771,-0.06555913024741909
123,1,person,detail,0.25896619868911863,0.2649999729395612,0.1893275864445563,0.1916396647561021
125,0,person,detail,0.13363062095621217,0.1344346739158306,0.31180478223116176,0.32254330998004965
126,1,person,detail,-0.13134582282096852,-0.1321090527687203,-0.2822538240186586,-0.290129308668305
127,0,person,detail,0.2834733547569204,0.2914549028153061,0.22047927592204922,0.22415981759052628
128,0,person,detail,-0.3913454490654027,-0.41338782000414304,-0.3913454490654027,-0.41338782000414304
129,0,person,detail,0.020026720118795725,0.02002939813226685,-0.04005344023759145,-0.040074879830418214
12,1,person,detail,-0.09731236802019037,-0.0976212980924523,-0.03892494720807615,-0.038944624163563916
130,0,person,detail,0.034815531191139566,0.03482960831175393,-0.3829708431025352,-0.40353648519334306
131,0,person,detail,-0.04905524551257965,-0.04909465155208371,-0.25842331298791943,-0.26441814988955437
132,0,person,detail,-0.2898754521821014,-0.2984302849427758,-0.07905694150420949,-0.07922226386879178
133,0,person,detail,0.08351913809763262,0.08371414934945605,-0.2670006263049381,-0.2736314135982416
135,0,person,detail,0.09421114395319916,0.09449136899169114,-0.09400278879076847,-0.09428115212241706
136,0,person,detail,-0.20498001542269695,-0.20792550445215263,-0.12298800925361816,-0.12361380626029643
137,0,person,detail,0.1252448582170299,0.1259059667354701,0.18786728732554486,0.19012550830791214
138,0,person,detail,0.3304311222058053,0.343312140715603,0.35916426326717965,0.3759260572017477
139,0,person,detail,0.2919371040605711,0.3006825381346235,-0.11677484162422845,-0.11731002197924498
13,1,person,detail,0.39783410804210695,0.4210731382970225,0.3458572319330373,0.3607304043743801
140,0,person,detail,0.1846372364689991,0.18677937715179385,0.14770978917519928,0.14879832808550703
141,0,person,detail,0.40414518843273806,0.42859347858395236,0.46188021535170065,0.4996987607422886
142,1,person,detail,0.0,0.0,0.0,0.0
143,1,person,detail,-0.051062334094616,-0.0511067829811895,-0.153187002283848,-0.1544024031713373
144,1,person,detail,-0.32052388726899966,-0.3322308711747643,-0.22190115272469207,-0.22565483877409806
145,0,person,detail,-0.5026246899500346,-0.5528118795829888,-0.36237153766973934,-0.3796132357716708
146,0,person,detail,0.1523928112561826,0.15358922873843855,0.13245783501673744,0.1332407545414609
147,0,person,detail,-0.021372888602285506,-0.02137614387565873,-0.11398873921218937,-0.11448632589595889
148,1,person,detail,0.07231015260621873,0.07243658024667726,-0.21552636243212986,-0.21895975729109532
149,0,person,detail,0.40176810540717367,0.4257555944133274,0.22231747155555895,0.22609276145356855
14,1,person,detail,-0.10749618576050067,-0.1079131353012092,0.033584254364935014,0.033596889500892825
150,1,person,detail,-0.14433756729740643,-0.1453526303389922,-0.14433756729740643,-0.1453526303389922
151,1,person,detail,-0.15631503171567185,-0.15760718315032518,-0.1910517054302656,-0.1934284898128296
153,0,person,detail,0.2741994797425325,0.2813990948983903,0.06669717074818358,0.06679633663531165
154,0,person,detail,-0.8660254037844387,-1.316957896924817,-0.8660254037844387,-1.316957896924817
155,1,person,detail,-0.408640131888099,-0.4339776632689119,-0.5272775895330309,-0.5863668650215603
156,1,person,detail,0.2581988897471611,0.26417768148324094,0.12909944487358055,0.12982392270850832
157,1,person,detail,-0.1939018082101197,-0.19638824588120174,-0.04845437118523489,-0.0484923455060985
158,0,person,detail,-0.3080616184861622,-0.31840236612203154,-0.3080616184861622,-0.31840236612203154
159,0,person,detail,0.0,0.0,0.11572751247156893,0.11624834486277077
15,1,person,detail,-0.03936479108111085,-0.03938514306000336,-0.06560798513518475,-0.06570236350691146
160,0,person,detail,0.108388746190515,0.10881621813220957,0.411877235523957,0.4378698806822317
161,0,person,detail,0.08199200616907877,0.08217648645297364,0.0,0.0
162,0,person,detail,0.1267731382092775,0.12745890501916604,0.04225771273642583,0.04228289312135899
163,0,person,detail,-0.24892194409350668,-0.25426321556392634,0.08247860988423225,0.08266640331229066
164,0,person,detail,0.02830692585361489,0.028314490101143345,0.08492077756084468,0.08512580190378072
165,0,person,detail,0.6236095644623235,0.7308900394123551,0.5790660241435861,0.6610564164196208
166,0,person,detail,-0.008714783093600036,-0.008715003725488708,-0.18301044496560076,-0.18509569145767296
167,0,person,detail,0.4171469231036643,0.44423288896982305,0.4171469231036643,0.44423288896982305
168,0,person,detail,-0.13060065166156312,-0.13135087581271476,-0.05224026066462525,-0.05228786063494355
169,0,person,detail,0.04325352959441493,0.043280533792581115,0.17292861596651865,0.17468399135066207
16,1,person,detail,-0.25175440748900674,-0.2572850579731906,-0.28478588590558696,-0.2928826997773318
170,0,person,detail,0.3927922024247863,0.41509736104706074,0.19639610121239315,0.19898129170171427
172,0,person,detail,0.07727101252333977,0.07742535599711378,0.0,0.0
173,0,person,detail,-0.09428090415820634,-0.09456175438179697,0.1414213562373095,0.14237564316780438
174,0,person,detail,0.20339007194925066,0.20626638952519827,0.05547001962252291,0.05552701721372407
175,0,person,detail,0.09278843611976129,0.09305611360254838,-0.09278843611976129,-0.09305611360254838
176,0,person,detail,0.26417569354791964,0.270592093467532,-0.15996541008585138,-0.1613511976527685
177,0,person,detail,0.1390489743678881,0.13995566910044743,0.4342084214324218,0.4650712893286743
178,0,person,detail,-0.24212379400614806,-0.24702893748263685,-0.1426784596817013,-0.14365863523526926
179,0,person,detail,0.18993429409939655,0.1922690033831363,0.18993429409939655,0.1922690033831363
17,1,person,detail,0.03643041641566452,0.03644654577705999,-0.15300774894579097,-0.15421884750705925
180,0,person,detail,0.0,0.0,-0.07727101252333977,-0.07742535599711378
181,0,person,detail,-0.5063921484243245,-0.5578656929807719,-0.29796186873818803,-0.3072813996549877
182,0,person,detail,-0.2587045466430078,-0.2647195325790692,-0.33868842842937047,-0.35261026806202567
183,0,person,detail,-0.026128620542298687,-0.026134569024110033,0.15666989036012804,0.15797095041952178
184,0,person,detail,0.19088122894710322,0.19325156105742383,0.39727607885233013,0.4204103563567996
185,0,person,detail,0.4893035041436368,0.5351441852954124,0.37552577035675905,0.39484062616152105
186,0,person,detail,0.15141992843513924,0.1525933657500231,0.13762047064079508,0.1384992952141183
187,0,person,detail,0.07161148740394328,0.07173427824290449,0.28644594961577313,0.29469021470575785
188,0,person,detail,-0.21693045781865616,-0.2204327209798017,-0.2711630722733202,-0.2781187757089178
189,0,person,detail,-0.30400670242453054,-0.3139284260008761,0.15784558672827878,0.15917645916753426
18,1,person,detail,0.5144237979788631,0.5687270415288289,-0.017719247798458352,-0.017721102595585837
190,0,person,detail,0.3462004066283528,0.3611202586445796,0.2963075045400865,0.3054668281381332
191,0,person,detail,-0.18633899812498247,-0.18854177611333178,0.29814239699997197,0.30747952872839934
192,0,person,detail,0.2923656432082966,0.3011510674013487,0.3611575592573076,0.37821645542847976
193,0,person,detail,0.0,0.0,0.0,0.0
194,0,person,detail,0.35401951260266723,0.37003178319475566,0.46002311396043555,0.49734060552251685
195,0,person,detail,-0.1602606354713016,-0.1616541906229936,0.1802932149052143,0.18228573832037878
196,0,person,detail,0.4306269388224109,0.460666091550804,0.19138975058773816,0.19377936484853958
197,0,person,detail,-0.6571287406727709,-0.787743334986218,-0.22480720075647426,-0.22871347591136315
198,0,person,detail,-0.5222329678670935,-0.5794051802149734,-0.5222329678670935,-0.5794051802149734
199,0,person,detail,0.320844473959874,0.3325882055448696,0.4005344023759145,0.42428528552213673
19,1,person,detail,0.34766042138132625,0.362780047184462,0.03862893570903625,0.03864816689402047
1,1,person,detail,0.10336227882434038,0.10373275587644179,0.1653796461189446,0.16691261698116192
200,0,person,detail,-0.10221994134545731,-0.10257821942023473,-0.17054265843300948,-0.17222552463282598
20,1,person,detail,-0.12712834523274563,-0.12781993051070023,-0.06357988104923745,-0.06366576124037396
21,1,person,detail,0.05820252464746485,0.05826837955877852,-0.2946278254943948,-0.303626484384561
22,1,person,detail,0.5918640302493726,0.6805302882718322,0.3829708431025352,0.40353648519334306
23,1,person,detail,-0.30123203803835463,-0.3108740431128094,-0.08606629658238704,-0.08627975546901993
24,1,person,detail,0.027350786994961455,0.027357610118207986,-0.17791117343968738,-0.17982475304563195
25,1,person,detail,-0.09565734053059191,-0.09595071823282726,-0.17778011546724945,-0.1796894144382484
