participant,event,vividness,confidence,age,detail_object,detail_person,detail_place,gist_object,gist_person,gist_place
148,1,1.060185185,1.060185185,1,0,0,0,0,0,1
148,11,1.060185185,1.060185185,1,0,0,0,0,0,0
148,21,1.125,1.111111111,1,0,1,1,0,1,1
148,6,1.060185185,1.060185185,1,0,0,0,0,0,0
148,7,1.018518519,1.069444444,1,0,1,0,0,1,0
148,16,1.106481481,1.064814815,1,1,0,1,1,0,1
148,20,1.083333333,1.060185185,1,1,0,0,1,0,0
148,14,1.064814815,1.032407407,1,0,0,0,0,0,1
148,12,1.157407407,1.12962963,1,0,0,0,0,0,0
148,22,1.064814815,1.041666667,1,0,0,0,0,0,0
148,23,1.101851852,1.111111111,1,0,0,0,0,1,1
148,5,1.060185185,1.060185185,1,1,0,0,1,1,1
148,9,1.041666667,1.032407407,1,1,0,0,1,0,0
148,8,1.106481481,1.069444444,1,0,0,0,0,1,0
148,19,1.060185185,1.060185185,1,0,0,0,0,1,0
148,13,1.092592593,1.097222222,1,0,0,0,0,0,0
148,15,1.083333333,1.078703704,1,0,0,1,0,0,1
148,4,1.087962963,1.087962963,1,0,1,0,0,1,0
148,10,1.032407407,1.009259259,1,1,1,0,1,1,1
149,16,4.611111111,4.578703986,0,1,1,1,1,1,1
149,5,2.092592663,2.467592663,0,0,0,0,1,1,0
149,18,4.078703986,4.087963104,0,0,1,1,1,1,1
149,4,1.0,1.0,0,1,1,0,1,1,1
149,3,4.083333333,4.157407549,0,1,1,1,1,1,1
149,23,4.703703986,4.689815097,0,1,1,1,1,1,1
149,10,3.25,3.76851866,0,0,1,1,0,1,1
149,19,4.51851866,4.009259542,0,1,1,0,1,1,1
149,8,4.171296438,4.28703732,0,0,1,1,1,1,1
149,24,4.175926208,4.402777778,0,1,1,1,1,1,1
149,12,4.407407549,5.231481764,0,1,1,1,1,1,1
149,2,4.731481764,4.800926208,0,1,1,1,1,1,1
149,1,4.013888889,3.069444444,0,0,0,0,0,1,1
149,21,3.120370653,3.097222222,0,0,0,0,1,1,0
149,11,2.907407549,3.66203732,0,1,1,1,1,1,1
149,14,3.91203732,3.087963104,0,1,0,1,1,1,1
149,6,4.611111111,4.717592875,0,0,0,1,1,1,1
149,9,3.972222222,4.175926208,0,1,1,1,1,1,1
149,20,3.027777778,4.180555556,0,1,1,1,1,1,1
149,17,4.361111111,4.560185326,0,0,1,0,1,1,1
149,22,4.004629771,4.125,0,1,0,1,1,0,1
149,15,3.870370653,3.5,0,1,1,1,1,1,1
149,7,4.356481764,4.365740882,0,0,1,0,1,1,1
149,13,4.39351866,3.759259542,0,0,0,1,1,0,1
14,18,2.011113093,2.375207711,1,1,0,1,1,1,1
14,2,2.693790223,2.095634974,1,0,1,0,0,1,1
14,12,4.007131286,4.046141308,1,1,1,0,1,1,1
14,1,2.206163701,2.518244626,1,0,1,0,1,1,1
14,9,2.563756484,2.518244626,1,1,0,0,1,1,1
14,23,2.57025832,2.355702452,1,0,1,0,1,1,1
14,6,2.596264919,2.40121431,1,0,0,0,1,1,1
14,14,3.935612332,4.813340071,1,1,0,1,1,1,1
14,11,2.329695853,2.50524145,1,0,0,1,1,1,1
14,20,3.044881418,3.864093875,1,1,1,1,1,1,1
14,10,2.518244626,2.102136809,1,0,1,0,1,1,1
14,21,3.135904886,3.044881418,1,0,1,0,1,1,1
14,5,1.86807593,1.855072755,1,0,1,0,1,1,1
14,3,2.46623118,2.61576993,1,0,0,1,1,1,1
14,16,2.93435269,2.771810516,1,1,1,1,1,1,1
14,22,3.688548526,3.168413321,1,0,0,0,1,0,1
14,8,2.446726168,2.381709299,1,1,0,0,1,1,1
14,24,2.427221157,2.440224581,1,0,1,0,1,1,1
14,7,3.350460506,3.408975788,1,0,1,0,1,1,1
14,4,2.414217734,2.459729592,1,0,1,1,1,1,1
14,15,2.446726168,2.40121431,1,1,1,1,1,1,1
14,17,2.765308928,2.57025832,1,1,0,0,1,1,1
14,19,3.077389853,2.78481394,1,1,1,1,1,1,1
14,13,4.735320026,5.58053933,1,1,0,0,1,1,1
150,12,2.814815097,2.810185326,1,0,0,0,0,0,0
150,7,3.513888889,3.472222222,1,0,0,0,1,0,0
150,2,2.620370653,2.680555556,1,0,0,0,0,0,0
150,9,3.231481764,3.041666667,1,0,0,0,0,0,0
150,11,3.009259542,2.949074215,1,0,0,0,0,1,0
150,14,3.185185326,3.217592875,1,0,0,0,0,0,0
150,6,3.152777778,3.157407549,1,0,0,0,1,0,1
150,20,3.222222222,3.333333333,1,0,0,0,0,0,0
150,3,3.023148431,2.833333333,1,1,1,0,1,1,1
150,18,2.953703986,3.273148431,1,0,0,0,0,0,0
150,8,3.259259542,3.185185326,1,0,0,0,0,0,0
150,13,3.25,3.199074215,1,0,0,0,0,1,1
150,5,3.134259542,3.129629771,1,0,0,0,0,0,0
150,16,2.777777778,2.76851866,1,1,0,0,1,0,1
150,15,2.675926208,2.666666667,1,0,0,0,0,0,1
150,24,3.319444444,3.282407549,1,0,0,0,1,0,0
150,10,3.578703986,3.578703986,1,0,1,0,0,1,0
150,21,2.546296438,2.546296438,1,0,0,1,0,0,1
150,22,2.907407549,2.916666667,1,0,0,0,0,0,0
150,19,2.569444444,3.023148431,1,0,0,0,0,0,1
150,4,3.134259542,3.120370653,1,0,1,1,1,1,1
150,23,2.958333333,3.134259542,1,0,1,0,0,1,0
150,17,3.273148431,3.324074215,1,0,0,0,0,0,0
150,1,3.486111111,3.347222222,1,1,0,0,1,1,0
151,7,1.061904762,1.057142857,1,1,0,1,1,0,1
151,22,1.30952381,1.347619048,1,0,0,1,0,0,1
151,4,1.257142857,1.171428571,1,1,0,0,1,0,0
151,6,1.228571429,1.276190476,1,0,1,1,0,1,1
151,13,5.676190476,5.738095238,1,1,0,1,1,1,1
151,11,4.1,4.314285714,1,0,1,1,0,1,1
151,8,1.280952381,1.285714286,1,1,1,0,1,1,0
151,5,5.033333333,5.09047619,1,1,1,1,1,1,1
151,3,5.666666667,5.29047619,1,1,1,1,1,1,1
151,14,4.123809524,3.733333333,1,1,0,1,1,1,1
151,15,2.00952381,2.119047619,1,1,0,1,1,0,1
151,21,3.542857143,3.542857143,1,1,1,1,1,1,1
151,16,5.20952381,5.214285714,1,1,1,1,1,1,1
151,17,4.580952381,4.561904762,1,1,0,1,1,1,1
151,12,5.323809524,5.333333333,1,1,1,1,1,1,1
151,20,2.433333333,2.976190476,1,0,1,1,0,1,1
151,24,2.719047619,2.966666667,1,1,0,1,1,0,1
151,23,3.676190476,3.352380952,1,0,0,0,0,0,0
151,10,4.471428571,4.157142857,1,1,1,1,1,1,1
151,18,3.938095238,3.938095238,1,0,0,0,0,0,0
151,1,1.347619048,2.00952381,1,0,1,1,0,1,1
151,2,5.704761905,5.861904762,1,1,1,1,1,1,1
151,19,1.180952381,1.228571429,1,1,0,0,1,0,0
151,9,5.29047619,5.461904762,1,1,1,1,1,1,1
153,4,2.825131565,5.244890679,0,1,0,1,1,1,1
153,2,2.388975694,5.153433567,0,1,1,1,1,1,1
153,8,1.626361423,4.571039497,0,1,1,1,1,1,1
153,17,1.867756144,5.116920302,0,1,1,1,1,1,1
153,3,1.296490479,2.153989326,0,0,0,1,1,1,1
153,9,1.959082031,5.352257623,0,1,1,1,1,1,1
153,21,2.106465997,4.795733982,0,1,1,1,1,1,1
153,1,1.775594415,4.774686008,0,1,1,1,1,1,1
153,10,1.796303304,4.099644979,0,1,1,0,1,1,1
153,13,1.722939385,3.584455363,0,1,0,0,1,1,1
153,6,1.677508884,3.471996392,0,1,1,0,1,1,1
153,14,2.721361287,5.326872423,0,1,1,1,1,1,1
153,15,1.842726644,3.412441338,0,1,1,1,1,1,1
153,16,2.695889621,5.440136719,0,1,1,1,1,1,1
153,7,1.546480984,3.884664917,0,1,1,1,1,1,1
153,18,2.649342177,4.330704753,0,1,1,1,1,1,1
153,5,2.984896512,4.604900784,0,1,0,1,1,1,1
153,12,1.602119107,4.302701823,0,1,1,0,1,1,1
153,22,1.377170478,3.36668396,0,1,0,1,1,1,1
153,23,1.81843906,4.405831231,0,1,1,1,1,1,1
153,11,1.308355374,3.527333577,0,1,1,1,1,1,1
153,20,1.972709486,5.031722344,0,1,1,1,1,1,1
153,24,3.072990926,5.088745456,0,1,1,1,1,1,1
153,19,1.617477417,4.525879245,0,1,1,1,1,1,1
154,21,1.655209749,1.655209749,0,0,0,0,1,0,1
154,8,3.402662194,3.035495924,0,0,0,1,1,0,1
154,22,1.552500849,1.552500849,0,0,0,0,1,0,0
154,4,1.507897418,1.486561651,0,1,0,1,1,0,1
154,10,2.165930707,2.165930707,0,1,0,0,1,0,0
154,13,5.313858696,5.313858696,0,0,0,1,1,1,1
154,19,2.642811651,2.642811651,0,0,0,1,0,0,1
154,16,1.571097996,1.584748641,0,0,0,0,0,0,0
154,17,3.684570313,3.684570313,0,0,0,1,0,0,1
154,2,1.55243716,1.55243716,0,0,0,0,0,0,0
154,3,2.566024117,2.566024117,0,0,0,0,0,0,0
154,9,2.768894361,2.768894361,0,0,0,0,0,0,0
154,6,2.375615659,2.576002038,0,0,0,0,1,0,1
154,23,2.21263587,2.21263587,0,1,0,0,1,0,1
154,18,1.275921365,1.275921365,0,1,0,0,1,0,0
154,7,1.260147758,3.031504755,0,0,0,0,1,0,0
154,1,3.26509426,2.175929857,0,0,0,0,0,0,0
154,20,1.638247283,1.638247283,0,0,0,0,0,0,0
154,5,2.284073539,2.281419837,0,1,0,0,1,0,0
154,24,1.647354789,1.644764776,0,0,1,0,0,1,1
154,14,2.379925272,2.379925272,0,1,0,0,1,0,1
154,11,1.629882813,1.629882813,0,0,0,0,0,0,0
154,15,5.103961447,5.284137228,0,0,1,0,0,1,1
154,12,2.851265285,2.851265285,0,0,0,0,0,0,0
155,16,4.606481481,4.930555556,1,1,1,1,1,1,1
155,17,5.736111111,5.75462963,1,1,1,1,1,1,1
155,13,5.898148148,5.763888889,1,1,0,1,1,1,1
155,10,5.986111111,5.962962963,1,1,1,1,1,1,1
155,1,3.976851852,2.675925926,1,1,1,0,1,1,0
155,23,2.990740741,4.699074074,1,1,0,1,1,0,1
155,22,5.925925926,5.925925926,1,1,0,0,1,1,1
155,4,3.708333333,3.050925926,1,0,1,1,0,1,1
155,20,5.675925926,5.439814815,1,0,1,1,0,1,1
155,19,4.842592593,4.703703704,1,1,0,0,1,0,1
155,14,3.893518519,2.791666667,1,1,1,0,1,1,0
155,21,5.99537037,5.986111111,1,1,0,1,1,1,1
155,2,2.236111111,3.032407407,1,0,0,0,0,0,0
155,9,5.736111111,5.736111111,1,1,1,1,1,1,1
155,11,5.981481481,5.986111111,1,0,1,1,1,1,1
155,24,1.685185185,1.416666667,1,0,1,0,1,1,0
155,12,5.203703704,5.574074074,1,1,1,1,1,1,1
155,7,4.625,4.310185185,1,1,0,1,1,0,1
155,5,5.587962963,5.976851852,1,1,1,1,1,1,1
155,15,5.787037037,5.37037037,1,1,1,1,1,1,1
155,8,4.296296296,5.115740741,1,1,1,1,1,1,1
155,18,5.768518519,5.967592593,1,1,1,1,1,1,1
155,6,3.041666667,2.143518519,1,1,1,1,1,1,1
155,3,5.37037037,4.99537037,1,1,0,1,1,0,1
156,4,1.143518519,1.12962963,1,0,0,1,0,0,1
156,16,1.083333333,1.194444444,1,1,0,1,1,0,1
156,12,1.12962963,1.12962963,1,0,0,1,1,0,1
156,24,1.12962963,1.027777778,1,0,1,0,0,1,0
156,11,1.180555556,1.12037037,1,0,0,1,0,1,1
156,8,1.055555556,1.023148148,1,1,1,1,1,1,1
156,21,1.337962963,1.337962963,1,1,0,0,1,1,0
156,17,1.217592593,1.180555556,1,0,0,0,0,0,1
156,18,1.287037037,1.578703704,1,1,0,1,1,0,1
156,15,1.601851852,1.592592593,1,1,1,1,1,1,1
156,19,1.143518519,1.125,1,0,0,0,0,1,0
156,20,1.12962963,1.393518519,1,0,0,0,0,0,0
156,3,1.046296296,1.046296296,1,1,0,0,1,0,1
156,22,1.083333333,1.074074074,1,0,0,1,0,0,1
156,13,1.032407407,1.032407407,1,1,0,0,1,0,0
156,2,1.037037037,1.037037037,1,1,0,1,1,0,1
156,14,2.75,3.148148148,1,1,1,1,1,1,1
156,23,3.523148148,3.675925926,1,1,1,1,1,1,1
156,10,1.273148148,1.240740741,1,1,1,0,1,1,1
156,6,1.060185185,1.092592593,1,1,0,0,1,0,0
156,9,1.259259259,1.162037037,1,0,0,0,0,0,0
156,5,1.847222222,1.921296296,1,0,1,1,0,1,1
156,1,1.111111111,1.25462963,1,1,1,1,1,1,1
156,7,2.171296296,2.953703704,1,1,0,1,1,0,1
157,18,4.625,4.671296438,1,1,1,1,1,1,1
157,21,2.592592663,4.231481764,1,1,1,1,1,1,1
157,5,1.412037108,2.75,1,1,1,0,1,1,0
157,9,2.828703986,5.777777778,1,1,0,1,1,1,1
157,16,4.953703986,4.949074215,1,1,1,1,1,1,1
157,3,3.282407549,5.976851993,1,1,1,1,1,1,1
157,8,3.638888889,5.819444444,1,0,0,1,1,1,1
157,23,4.972222222,5.972222222,1,1,0,1,1,1,1
157,4,4.41203732,5.856481764,1,1,1,1,1,1,1
157,7,2.074074215,4.0,1,0,1,0,1,1,1
157,13,5.351851993,5.486111111,1,0,1,1,1,1,1
157,10,3.28703732,5.773148431,1,0,1,1,1,1,1
157,1,3.615740882,5.935185326,1,1,1,1,1,1,1
157,24,3.462963104,5.828703986,1,0,1,1,1,1,1
157,20,5.282407549,5.865740882,1,1,1,1,1,1,1
157,22,3.53703732,5.884259542,1,1,1,0,1,1,1
157,6,3.41203732,5.921296438,1,1,1,0,1,1,1
157,17,2.888888889,5.930555556,1,0,1,0,1,1,1
157,11,2.902777778,5.939815097,1,1,1,1,1,1,1
157,19,2.898148431,5.925926208,1,1,1,1,1,1,1
157,14,3.245370653,5.884259542,1,1,1,1,1,1,1
157,12,3.625,5.91203732,1,1,1,0,1,1,1
157,15,3.194444444,5.944444444,1,0,0,1,1,1,1
157,2,3.0,5.91203732,1,1,1,1,1,1,1
158,19,1.399124711,1.916503906,0,0,0,0,0,0,0
158,7,1.15943287,1.826406973,0,0,0,0,0,0,0
158,8,5.304361979,5.890643084,0,1,1,1,1,1,1
158,18,4.524359809,4.642686632,0,0,1,1,1,1,1
158,4,3.247739439,3.565574363,0,0,1,1,1,1,1
158,13,2.688820168,3.55291522,0,0,1,1,0,1,1
158,17,2.171766493,1.743254485,0,0,0,0,1,0,0
158,3,3.509078414,4.748064959,0,1,1,0,1,1,1
158,22,4.263057002,3.875940394,0,0,0,0,0,0,0
158,6,2.860279225,3.727629485,0,1,1,0,1,1,1
158,11,5.449960214,4.820764612,0,1,1,1,1,1,1
158,9,4.473759404,3.805844907,0,1,1,1,1,1,1
158,16,2.064091435,3.274902344,0,1,1,0,1,1,0
158,12,4.270435475,4.837402344,0,1,1,0,1,1,1
158,14,5.952980324,5.854021991,0,1,1,1,1,1,1
158,2,2.165870949,2.935528791,0,0,1,1,0,1,1
158,1,5.895218461,5.241156684,0,1,1,1,1,1,1
158,15,2.041214554,1.490758825,0,0,0,0,0,0,0
158,5,2.14348235,3.002821181,0,0,1,1,0,1,1
158,10,1.24379702,1.639666522,0,0,1,0,0,1,1
158,23,3.660282841,3.333152488,0,1,0,1,1,0,1
158,24,5.828360098,5.29615162,0,1,0,0,1,1,1
158,21,2.221227575,1.803530093,0,0,0,1,0,0,1
158,20,2.271502459,3.369646991,0,0,0,0,0,0,0
159,2,5.347222222,5.972222222,0,1,0,1,1,1,1
159,5,3.324074074,4.032407407,0,1,0,1,1,0,1
159,13,3.685185185,4.259259259,0,1,0,1,1,1,1
159,21,4.722222222,4.833333333,0,1,1,1,1,1,1
159,15,3.708333333,4.217592593,0,0,1,1,1,1,1
159,20,3.208333333,3.148148148,0,1,0,1,1,0,1
159,1,4.675925926,4.675925926,0,1,1,1,1,1,1
159,22,3.513888889,3.717592593,0,1,0,1,1,1,1
159,11,3.740740741,4.601851852,0,1,1,1,1,1,1
159,9,3.199074074,3.527777778,0,1,0,1,1,0,1
159,18,3.671296296,4.25462963,0,1,1,1,1,1,1
159,17,3.486111111,3.962962963,0,1,0,0,1,0,1
159,3,3.185185185,3.555555556,0,1,0,1,1,0,1
159,12,3.921296296,3.782407407,0,1,1,0,1,1,1
159,19,3.365740741,3.652777778,0,1,0,1,1,0,1
159,16,2.694444444,3.467592593,0,1,0,1,1,0,1
159,6,3.884259259,3.87037037,0,1,1,1,1,1,1
159,14,3.222222222,3.726851852,0,1,0,0,1,0,1
159,4,3.513888889,3.685185185,0,1,0,0,1,0,1
159,7,3.643518519,4.324074074,0,1,1,1,1,1,1
159,23,3.203703704,3.435185185,0,0,1,0,1,1,1
159,8,3.837962963,4.444444444,0,0,1,1,1,1,1
159,24,5.898148148,5.967592593,0,1,1,1,1,1,1
159,10,3.712962963,4.462962963,0,1,1,1,1,1,1
15,5,2.143518519,2.222222222,1,1,1,0,1,1,1
15,11,1.134259259,1.125,1,0,1,1,0,1,1
15,1,2.861111111,2.861111111,1,0,1,1,0,1,1
15,2,1.032407407,1.032407407,1,0,0,0,0,0,0
15,13,4.953703704,4.763888889,1,1,0,0,1,1,1
15,4,2.12962963,2.125,1,0,0,0,1,1,0
15,12,3.555555556,4.152777778,1,0,1,0,0,1,1
15,3,2.027777778,2.027777778,1,1,0,0,1,1,0
15,7,3.833333333,3.833333333,1,1,0,1,1,1,1
15,10,4.273148148,4.273148148,1,0,1,1,1,1,1
15,18,3.490740741,3.453703704,1,1,1,1,1,1,1
15,14,2.425925926,3.060185185,1,1,0,0,1,1,1
15,8,1.828703704,2.513888889,1,0,1,0,1,1,0
15,17,5.018518519,5.115740741,1,0,0,0,1,1,1
15,20,1.189814815,1.25,1,0,0,0,0,1,1
15,23,2.953703704,3.055555556,1,0,1,1,1,1,1
15,24,1.694444444,1.615740741,1,0,1,0,1,1,0
15,16,1.018518519,1.018518519,1,0,1,0,0,1,0
15,19,5.717592593,5.726851852,1,0,1,0,1,1,1
15,9,4.162037037,3.212962963,1,1,0,0,1,1,1
15,22,1.430555556,2.277777778,1,0,0,1,0,1,1
15,21,4.814814815,4.930555556,1,1,0,1,1,1,1
15,6,2.476851852,2.476851852,1,1,0,0,1,1,1
15,15,1.046296296,1.046296296,1,0,0,0,0,1,0
160,18,5.263889171,5.870370229,0,1,1,1,1,1,1
160,11,2.203703704,3.629629771,0,1,1,1,1,1,1
160,2,3.115740953,2.425926067,0,1,0,1,1,0,1
160,1,4.152777707,5.625000424,0,1,1,1,1,1,1
160,16,1.250000071,1.152777742,0,1,0,1,1,0,1
160,20,4.449074074,5.504629771,0,1,1,1,1,1,1
160,21,4.412037249,5.416667091,0,1,1,1,1,1,1
160,13,2.990740741,5.875000141,0,1,0,1,1,1,1
160,12,5.212962963,5.666666808,0,1,1,0,1,1,1
160,10,3.856481693,5.967592734,0,1,1,0,1,1,1
160,23,4.222222152,5.893518377,0,1,0,1,1,1,1
160,9,4.013888818,5.245370229,0,1,1,0,1,1,1
160,3,3.490740882,5.907407407,0,0,1,1,1,1,1
160,19,4.087963175,1.412037108,0,0,0,1,1,0,1
160,22,1.300925926,4.25925933,0,1,0,0,1,1,1
160,6,4.837963034,5.902778202,0,1,1,1,1,1,1
160,8,3.657407478,5.444444444,0,1,1,1,1,1,1
160,4,1.439814815,1.333333369,0,0,1,1,1,1,1
160,15,4.337962892,5.67129672,0,1,1,1,1,1,1
160,17,4.486111252,4.666666879,0,1,1,1,1,1,1
160,5,5.171296579,5.92592635,0,1,1,1,1,1,1
160,24,3.782407337,5.00462963,0,1,0,1,1,1,1
160,14,5.125000283,5.990740882,0,1,1,0,1,1,1
160,7,1.930555662,2.106481552,0,0,0,1,1,0,1
161,11,5.023148148,5.12962963,0,1,0,1,1,0,1
161,24,4.722222222,4.541666667,0,1,1,1,1,1,1
161,9,3.439814815,4.212962963,0,1,1,0,1,1,0
161,13,3.310185185,4.199074074,0,1,1,1,1,1,1
161,12,5.449074074,5.50462963,0,1,1,0,1,1,1
161,5,3.615740741,4.138888889,0,0,0,0,0,1,1
161,3,5.439814815,5.62962963,0,1,1,1,1,1,1
161,20,3.078703704,3.652777778,0,1,0,1,1,0,1
161,8,4.810185185,5.282407407,0,1,1,1,1,1,1
161,2,4.037037037,3.157407407,0,1,0,1,1,0,1
161,10,2.143518519,2.37962963,0,0,0,0,1,0,1
161,15,3.550925926,4.069444444,0,1,1,0,1,1,0
161,19,1.305555556,1.25,0,1,0,0,1,0,0
161,14,2.787037037,4.078703704,0,1,1,0,1,1,0
161,7,4.00462963,4.462962963,0,0,1,1,1,1,1
161,22,4.018518519,4.648148148,0,1,1,1,1,1,1
161,18,2.662037037,3.305555556,0,1,0,1,1,0,1
161,1,1.625,1.763888889,0,0,0,0,0,0,0
161,21,3.689814815,4.185185185,0,0,1,1,0,1,1
161,23,5.62962963,5.717592593,0,1,1,0,1,1,1
161,6,4.675925926,5.092592593,0,0,0,0,1,0,1
161,4,5.587962963,5.680555556,0,1,1,1,1,1,1
161,16,4.916666667,5.37037037,0,1,0,1,1,1,1
161,17,4.351851852,5.050925926,0,1,1,1,1,1,1
162,13,5.99858941,5.993033854,0,0,1,1,1,1,1
162,21,1.022287326,1.000499132,0,0,0,0,0,0,0
162,8,1.303016493,1.546592882,0,0,0,0,0,0,0
162,1,3.756792535,2.787630208,0,1,0,0,1,0,0
162,10,1.320659722,1.112586806,0,0,0,0,0,0,0
162,20,1.291493056,2.45952691,0,0,0,0,0,0,0
162,12,1.998263889,2.079340278,0,0,1,0,0,1,1
162,7,2.438563368,2.180273438,0,0,0,0,1,1,0
162,11,2.014019097,2.876757813,0,0,0,0,0,1,0
162,4,1.498242188,1.552560764,0,1,0,0,1,0,0
162,6,5.986914063,5.986914063,0,0,1,0,1,1,1
162,9,5.927300347,5.026258681,0,1,0,0,1,1,1
162,24,3.787152778,2.523719618,0,0,0,0,0,0,0
162,19,1.796006944,2.79468316,0,1,0,1,1,0,1
162,22,1.448632813,1.698958333,0,0,1,1,0,1,1
162,5,3.452886285,2.383897569,0,0,0,0,0,0,1
162,23,3.428776042,4.818446181,0,1,1,1,1,1,1
162,16,5.229665799,3.557356771,0,1,1,0,1,1,0
162,17,5.80390625,5.322265625,0,0,0,0,1,1,1
162,3,2.905924479,3.640169271,0,0,0,1,1,0,1
162,18,5.956857639,5.425021701,0,0,1,1,1,1,1
162,14,4.576019965,5.12280816,0,1,1,0,1,1,1
162,2,1.710590278,2.071180556,0,0,0,0,0,0,0
162,15,5.424479167,4.979817708,0,1,0,1,1,1,1
163,24,1.023148148,1.023148148,0,0,0,0,0,0,0
163,5,1.013888854,1.013888854,0,1,0,0,1,0,0
163,3,1.055555591,1.055555591,0,1,0,0,1,0,0
163,10,1.32870381,1.087963034,0,0,0,0,0,0,0
163,6,1.018518589,1.050926032,0,0,0,0,0,0,0
163,17,3.592592593,1.023148148,0,0,0,0,0,0,1
163,13,1.203703774,1.203703774,0,0,0,1,0,0,1
163,11,1.041666737,1.050926032,0,0,0,1,0,0,1
163,22,1.013888854,1.013888854,0,0,0,1,0,0,1
163,21,1.027777884,1.037037002,0,0,1,1,1,1,1
163,14,3.078703774,1.324074074,0,1,0,1,1,0,1
163,15,1.032407443,1.041666737,0,0,1,0,0,1,0
163,19,1.023148148,1.0,0,0,0,1,0,0,1
163,9,4.319444656,3.708333333,0,0,1,1,1,1,1
163,7,1.013888854,1.013888854,0,0,0,0,0,0,0
163,2,4.115740882,1.518518554,0,1,1,0,1,1,0
163,16,2.500000071,1.620370441,0,0,1,0,0,1,0
163,1,1.032407443,1.032407443,0,1,0,0,1,0,0
163,12,1.023148148,1.069444444,0,0,0,0,0,0,0
163,23,1.06018515,1.745370476,0,0,0,0,0,1,0
163,18,1.046296296,1.037037002,0,0,1,0,0,1,0
163,4,1.018518589,1.027777884,0,0,0,0,0,0,0
163,20,1.037037002,1.018518589,0,1,0,0,1,0,0
163,8,3.796296367,3.12962963,0,1,1,1,1,1,1
164,23,3.337962963,2.476851922,0,1,0,0,1,0,0
164,11,1.509259259,1.916666631,0,0,1,0,0,1,0
164,16,2.254629559,1.050926032,0,0,0,0,0,0,0
164,6,2.990740741,1.138888889,0,0,0,1,0,0,1
164,10,1.106481446,2.407407478,0,0,1,0,1,1,0
164,8,5.138889313,4.717592734,0,0,0,1,1,1,1
164,1,2.388888889,4.888888889,0,1,0,0,1,1,1
164,19,2.226851852,1.023148148,0,1,1,1,1,1,1
164,2,5.91203732,5.833333757,0,1,1,0,1,1,1
164,15,2.763888818,5.185185609,0,0,1,1,1,1,1
164,5,3.930555697,2.65277799,0,1,1,0,1,1,1
164,22,2.537037249,3.76851866,0,0,0,1,0,0,1
164,9,4.759259471,4.439814956,0,0,1,0,1,1,1
164,14,2.231481411,4.61574067,0,1,1,1,1,1,1
164,18,2.856481411,4.2453703,0,1,1,1,1,1,1
164,24,1.148148183,1.157407478,0,0,0,0,0,1,0
164,4,5.342592734,4.768518589,0,0,0,1,1,1,1
164,12,1.092592593,1.38888896,0,1,0,0,1,0,0
164,20,5.768518519,5.796296579,0,1,1,0,1,1,1
164,17,4.250000212,1.875000071,0,0,0,0,1,0,0
164,7,5.486111535,5.740741165,0,0,1,1,1,1,1
164,21,2.38425933,3.106481481,0,0,0,1,0,0,1
164,3,5.00462963,3.921296226,0,1,1,1,1,1,1
164,13,5.935185468,5.935185468,0,1,1,1,1,1,1
165,19,1.310185185,1.527777778,0,0,0,0,0,0,0
165,24,5.486111111,5.333333333,0,1,1,0,1,1,1
165,4,1.166666667,1.171296296,0,0,0,0,0,1,1
165,5,5.675925926,5.717592593,0,1,1,1,1,1,1
165,16,1.430555556,2.115740741,0,1,0,0,1,0,0
165,9,4.837962963,4.75,0,1,0,1,1,1,1
165,2,2.12962963,2.384259259,0,0,0,0,0,0,0
165,18,5.842592593,5.708333333,0,1,1,1,1,1,1
165,3,1.490740741,1.592592593,0,1,0,0,1,0,0
165,7,1.37037037,1.180555556,0,1,0,1,1,0,1
165,14,1.226851852,1.226851852,0,1,0,0,1,0,0
165,1,4.416666667,4.287037037,0,1,0,1,1,0,1
165,11,1.37037037,1.333333333,0,0,1,0,0,1,0
165,8,1.097222222,1.092592593,0,1,0,0,1,0,1
165,13,4.87037037,5.111111111,0,1,1,0,1,1,1
165,23,1.217592593,1.194444444,0,0,0,1,0,0,1
165,17,1.319444444,1.314814815,0,0,0,0,1,0,1
165,20,5.782407407,5.773148148,0,1,1,1,1,1,1
165,6,5.925925926,5.930555556,0,0,1,1,1,1,1
165,12,2.342592593,4.537037037,0,1,1,1,1,1,1
165,10,1.0,1.837962963,0,0,0,0,0,1,0
165,21,3.703703704,3.921296296,0,1,0,1,1,1,1
165,15,4.277777778,5.282407407,0,1,1,1,1,1,1
165,22,2.203703704,2.421296296,0,0,0,0,0,0,0
166,18,3.978065242,4.155230596,0,1,1,1,1,1,1
166,5,3.213160855,3.62935883,0,1,1,0,1,1,0
166,9,1.79583802,2.639482565,0,1,1,0,1,1,0
166,19,1.801462317,2.026434196,0,0,0,1,1,1,1
166,13,4.267716535,5.086051744,0,1,0,1,1,1,1
166,7,4.09336333,3.438132733,0,1,0,1,1,1,1
166,17,3.131608549,1.227784027,0,0,0,0,0,0,1
166,1,2.327334083,1.801462317,0,0,0,0,1,1,0
166,21,2.92632171,2.616985377,0,0,1,0,1,1,1
166,16,1.57367829,2.001124859,0,0,0,1,0,1,1
166,2,2.105174353,2.079865017,0,0,1,1,0,1,1
166,24,1.230596175,1.461192351,0,0,0,0,1,0,0
166,8,4.742969629,2.304836895,0,0,1,1,1,1,1
166,20,1.700224972,1.199662542,0,0,1,0,1,1,0
166,23,3.817772778,2.327334083,0,0,0,0,1,1,0
